DateTime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-03-10 18:00:00,2004-03-10,18:00:00,0.4184547849865645,1.212072444962422,0.2694582219932099,0.39742663767987196,-0.37889711179696944,0.9726269434078195,0.06319520292744414,0.704426842656247,0.5962933548246602,-0.5319532700575291,-0.0003019653799453641,-0.640653602169914
2004-03-10 19:00:00,2004-03-10,19:00:00,-0.04251945639874692,0.8958170465265913,-0.0861667007892364,0.05448769689383769,-0.7479461453232402,1.4715264607121366,-0.40167736526572917,0.31521834595293985,-0.1371598788957168,-0.5660188593249271,-0.06826126136417364,-0.7202705449286082
2004-03-10 20:00:00,2004-03-10,20:00:00,0.11113862406302367,1.4081274521108338,-0.14332699807773935,-0.004085896298267338,-0.5839243526448976,1.3282255355289816,0.08533199188902382,0.3028045665083691,0.11560512205618281,-0.724991618263389,0.2946699776536192,-0.6591961877464576
2004-03-10 21:00:00,2004-03-10,21:00:00,0.11113862406302367,1.2844260785529074,-0.11026596072024188,0.029924577168116223,-0.3437495847944675,1.1244197752684948,0.2624263035816613,0.38824057797982675,0.43668498813021744,-0.8271884131381922,0.6431417509185648,-0.5691982952018915
2004-03-10 22:00:00,2004-03-10,22:00:00,-0.3498356173222878,0.802457519313062,-0.4982412035236739,-0.3961510765357445,-0.5839243526448976,1.604212502548391,0.12960556981218319,0.11440720787900092,0.2050354909433414,-0.8101556049681318,0.6185607970344499,-0.5640617253790055
2004-03-10 23:00:00,2004-03-10,23:00:00,-0.6571517782458288,0.45119229817215767,-0.7526206469810949,-0.7183058390923222,-0.8299570416624115,2.16255536659535,-0.31313020941941044,-0.1689190523853202,-0.19429594790695698,-0.8073167945820816,0.595425706988265,-0.5739873683971107
2004-03-11 00:00:00,2004-03-11,00:00:00,-0.6571517782458288,0.3951765818440401,-0.9124460072912425,-0.9478765349904112,-0.9881209131736703,2.544160422916418,-0.7337291996894244,-0.34490263157011763,-0.7327412939150576,-0.7902840405578078,0.45661533218575023,-0.6343414824276701
2004-03-11 01:00:00,2004-03-11,01:00:00,-0.8108098587075993,0.16761273426106224,-0.9550601898512344,-1.014008011175046,-0.9881209131736703,2.544160422916418,-0.7558659886510041,-0.34490263157011763,-0.7401938246556542,-0.8640928127915268,0.6431417509185648,-0.6098479024526374
2004-03-11 02:00:00,2004-03-11,02:00:00,-0.8876388989384845,-0.029609266977518544,-1.0963708213151735,-1.2539707961878632,-1.0877055730140925,2.544160422916418,-1.110054612036279,-0.5106630982711509,-1.0134532851441942,-0.866931596104627,0.6243444730190776,-0.6232210344345374
2004-03-11 03:00:00,2004-03-11,03:00:00,-1.11812601963114,-0.422886275364511,-1.1883713649735859,-1.4344152526345093,-2.6489311010676113,2.544160422916418,-0.3082109229835037,-0.6311497811155142,-1.3072072051693748,-0.9123523727699849,0.654709323520785,-0.6556970472633448
2004-03-11 04:00:00,2004-03-11,04:00:00,-0.38419325899309004,-0.41705130491366543,-1.2460598958829179,-1.562899263507514,-1.2282956810241006,2.544160422916418,-1.6856111250373507,-0.7421435737963823,-1.446321112327177,-0.9322239913260957,0.6706145979531913,-0.6684358285751009
2004-03-11 05:00:00,2004-03-11,05:00:00,-1.041296979400255,-0.16031260507645967,-1.2689884220959922,-1.6186386505774204,-1.2575852868595188,2.544160422916418,-1.818431858806829,-0.7852266906922456,-1.5046992697951835,-0.8271884402111424,0.42191277985385633,-0.6929501290706203
2004-03-11 06:00:00,2004-03-11,06:00:00,-1.041296979400255,-0.22683126821609934,-1.2016671405241848,-1.4627573138564958,-1.1521427058520128,2.544160422916418,-1.375696079575235,-0.6705817864100332,-1.3811114683469574,-0.8896419979737242,0.5346961714595594,-0.6960703118383567
2004-03-11 07:00:00,2004-03-11,07:00:00,-0.7339808184767139,0.20378955105630486,-0.9669487382313537,-1.0329027186563702,-0.7772357511586585,2.544160422916418,-0.623045254881526,-0.3266470735633959,-0.7395727804272711,-0.9180299935419719,0.620006660872322,-0.6801770151739198
2004-03-11 08:00:00,2004-03-11,08:00:00,-0.04251945639874692,1.0872040773143266,-0.2841771798657556,-0.15335408540072853,-0.33203374246030015,1.311241722173941,0.04105841396586447,0.19327121846803877,0.18391998717831784,-0.8555764087064398,0.49420983282652664,-0.6825003714692662
